Entity_LogicalId,Entity_EU_ReferenceNumber,Address_City,Address_Street,Address_PoBox,Address_ZipCode,Address_Region,Address_Place,Address_AsAtListingTime,Address_ContactInfo,Address_CountryIso2Code,Address_CountryDescription,Address_Remark
6613,EU.3748.61,"Kalay Rangin, Spin Boldak District, Kandahar Province",,,,,,NO,,AF,AFGHANISTAN,
6613,EU.3748.61,,,,,,,,,,,
6613,EU.3748.61,,,,,,,,,,,
6613,EU.3748.61,,,,,,,,,,,
6613,EU.3748.61,,,,,,,,,,,
6613,EU.3748.61,,,,,,,,,,,
6613,EU.3748.61,,,,,,,,,,,
6613,EU.3748.61,,,,,,,,,,,
6613,EU.3748.61,,,,,,,,,,,
6614,EU.3760.52,,,,,,,,,,,
6614,EU.3760.52,,,,,,,,,,,
6614,EU.3760.52,,,,,,,,,,,
6614,EU.3760.52,,,,,,,,,,,
6614,EU.3760.52,,,,,,,,,,,
6614,EU.3760.52,,,,,,,,,,,
6614,EU.3760.52,,,,,,,,,,,
6614,EU.3760.52,"Miralzei Village, Chaman, Baluchistan Province",Boghra Road,,,,,NO,,PK,PAKISTAN,
6614,EU.3760.52,"Kalay Rangin, Spin Boldak District, Kandahar Province",,,,,,NO,,AF,AFGHANISTAN,
6614,EU.3760.52,,,,,,,,,,,
6614,EU.3760.52,,,,,,,,,,,
6614,EU.3760.52,,,,,,,,,,,
6614,EU.3760.52,,,,,,,,,,,
6614,EU.3760.52,,,,,,,,,,,
6614,EU.3760.52,,,,,,,,,,,
6614,EU.3760.52,,,,,,,,,,,
6614,EU.3760.52,,,,,,,,,,,
6615,EU.3761.17,,,,,,,,,,,
6615,EU.3761.17,,,,,,,,,,,
6615,EU.3761.17,,,,,,,,,,,
6616,EU.3566.9,,,,,,,,,,,
6616,EU.3566.9,,,,,,,,,,,
6616,EU.3566.9,,,,,,,,,,,
6616,EU.3566.9,,,,,,,,,,,
6616,EU.3566.9,,,,,,,,,,,
6617,EU.3570.26,,,,,,,,,,,
6617,EU.3570.26,,,,,,,,,,,
6617,EU.3570.26,,,,,,,,,,,
6617,EU.3570.26,,,,,,,,,,,
6617,EU.3570.26,,,,,,,,,,,
6617,EU.3570.26,,,,,,,,,,,
6617,EU.3570.26,,,,,,,,,,,
6617,EU.3570.26,,,,,,,,,,,
6617,EU.3570.26,,,,,,,,,,,
6617,EU.3570.26,,,,,,,,,,,
6618,EU.3580.27,,,,,,,,,,,
6618,EU.3580.27,,,,,,,,,,,
6618,EU.3580.27,,,,,,,,,,,
6618,EU.3580.27,,,,,,,,,,,
6618,EU.3580.27,,,,,,,,,,,
6618,EU.3580.27,,,,,,,,,,,
6618,EU.3580.27,,,,,,,,,,,
6618,EU.3580.27,,,,,,,,,,,
6618,EU.3580.27,,,,,,,,,,,
6618,EU.3580.27,,,,,,,,,,,
6618,EU.3580.27,,,,,,,,,,,
6618,EU.3580.27,,,,,,,,,,,
6618,EU.3580.27,Kermanshah,,,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6618,EU.3580.27,,,,,Ilam Province,Mehran Military Base,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6618,EU.3580.27,,,,,,,,,,,
6619,EU.3500.19,,,,,,,,,,,
6619,EU.3500.19,,,,,,,,,,,
6621,EU.2645.6,,,,,,,,,,,
6621,EU.2645.6,,,,,,,,,,,
6621,EU.2645.6,,,,,,,,,,,
6622,EU.3105.81,,,,,,,,,,,
6622,EU.3105.81,,,,,,,,,,,
6622,EU.3105.81,,,,,,,,,,,
6622,EU.3105.81,,,,,,,,,,,
6622,EU.3105.81,,,,,,,,,,,
6623,EU.3585.46,,,,,,,,,,,
6623,EU.3585.46,,,,,,,,,,,
6623,EU.3585.46,,,,,,,,,,,
6623,EU.3585.46,,,,,,,,,,,
6623,EU.3585.46,,,,,,,,,,,
6623,EU.3585.46,,,,,,,,,,,
6623,EU.3585.46,,,,,,,,,,,
6623,EU.3585.46,,,,,,,,,,,
6623,EU.3585.46,,,,,,,,,,,
6623,EU.3585.46,,,,,,,,,,,
6623,EU.3585.46,,,,,,,,,,,
6623,EU.3585.46,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6624,EU.3586.11,,,,,,,,,,,
6625,EU.2787.2,,,,,,,,,,,
6625,EU.2787.2,,,,,,,,,,,
6625,EU.2787.2,,,,,,,,,,,
6625,EU.2787.2,,,,,,,,,,,
6625,EU.2787.2,,,,,,,,,,,
6626,EU.3989.57,,,,,,,,,,,
6626,EU.3989.57,,,,,,,,,,,
6626,EU.3989.57,,,,,,,,,,,
6626,EU.3989.57,,,,,,,,,,,
6627,EU.2788.64,,,,,,,,,,,
6627,EU.2788.64,,,,,,,,,,,
6627,EU.2788.64,,,,,,,,,,,
6628,EU.2789.29,,,,,,,,,,,
6628,EU.2789.29,,,,,,,,,,,
6629,EU.3591.90,,,,,,,,,,,
6629,EU.3591.90,,,,,,,,,,,
6629,EU.3591.90,,,,,,,,,,,
6629,EU.3591.90,,,,,,,,,,,
6629,EU.3591.90,,,,,,,,,,,
6629,EU.3591.90,,,,,,,,,,,
6630,EU.2618.92,,,,,,,,,,,
6630,EU.2618.92,,,,,,,,,,,
6630,EU.2618.92,,,,,,,,,,,
6630,EU.2618.92,,,,,,,,,,,
6630,EU.2618.92,,,,,,,,,,,
6630,EU.2618.92,,,,,,,,,,,
6630,EU.2618.92,,,,,,,,,,,
6631,EU.2619.57,,,,,,,,,,,
6631,EU.2619.57,,,,,,,,,,,
6631,EU.2619.57,,,,,,,,,,,
6631,EU.2619.57,,,,,,,,,,,
6633,EU.2629.58,,,,,,,,,,,
6633,EU.2629.58,,,,,,,,,,,
6634,EU.3990.82,,,,,,,,,,,
6634,EU.3990.82,,,,,,,,,,,
6634,EU.3990.82,,,,,,,,,,,
6634,EU.3990.82,,,,,,,,,,,
6634,EU.3990.82,,,,,,,,,,,
6634,EU.3990.82,,,,,,,,,,,
6634,EU.3990.82,,,,,,,,,,,
6635,EU.2630.83,,,,,,,,,,,
6635,EU.2630.83,,,,,,,,,,,
6635,EU.2630.83,,,,,,,,,,,
6637,EU.2646.68,,,,,,,,,,,
6637,EU.2646.68,,,,,,,,,,,
6638,EU.2647.33,,,,,,,,,,,
6638,EU.2647.33,,,,,,,,,,,
6641,EU.2657.34,,,,,,,,,,,
6646,EU.2675.9,,,,,,,,,,,
6646,EU.2675.9,,,,,,,,,,,
6646,EU.2675.9,,,,,,,,,,,
6648,EU.2677.36,,,,,,,,,,,
6648,EU.2677.36,,,,,,,,,,,
6648,EU.2677.36,,,,,,,,,,,
6648,EU.2677.36,,,,,,,,,,,
6648,EU.2677.36,,,,,,,,,,,
6650,EU.2679.63,,,,,,,,,,,
6650,EU.2679.63,,,,,,,,,,,
6652,EU.2680.88,,,,,,,,,,,
6652,EU.2680.88,,,,,,,,,,,
6652,EU.2680.88,,,,,,,,,,,
6656,EU.2705.64,,,,,,,,,,,
6659,EU.2707.91,,,,,,,,,,,
6663,EU.2709.21,,,,,,,,,,,
6663,EU.2709.21,,,,,,,,,,,
6665,EU.2711.11,,,,,,,,,,,
6665,EU.2711.11,,,,,,,,,,,
6667,EU.2719.22,,,,,,,,,,,
6667,EU.2719.22,,,,,,,,,,,
6667,EU.2719.22,Tehran,59 Azadi Ali North Sohrevardi Avenue [Suite 1],,1576935561,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6668,EU.2621.47,,,,,,,,,,,
6668,EU.2621.47,,,,,,,,,,,
6668,EU.2621.47,Esfahan,"599 Ata Al Malek Blvd [Stage 3], Emam Khomeini Street",,,,,NO,,"00",UNKNOWN,
6669,EU.2622.12,,,,,,,,,,,
6669,EU.2622.12,,,,,,,,,,,
6669,EU.2622.12,Tehran,"Tavakoli Building, Opposite of 15th Alley, Emam-Jomeh Street",,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6670,EU.2623.74,,,,,,,,,,,
6670,EU.2623.74,Tehran,"3 Shahid Hamid Sadigh Alley [Building 3], Shariati Street",,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6670,EU.2623.74,Teheran,"Kooy-e-Mehrzad, Kooy-e-Mehrzad",M78Q+V2R,,Tehran Province,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6672,EU.2624.39,,,,,,,,,,,
6672,EU.2624.39,,,,,,,,,,,
6672,EU.2624.39,,,,,,,,,,,
6672,EU.2624.39,,,,,,,,,,,
6672,EU.2624.39,Tehran,"3 Qarqavol Close, 20th Street",,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6673,EU.2625.4,,,,,,,,,,,
6673,EU.2625.4,,,,,,,,,,,
6675,EU.2626.66,,,,,,,,,,,
6675,EU.2626.66,,,,,,,,,,,
6675,EU.2626.66,,,,,,,,,,,
6675,EU.2626.66,,,,,,,,,,,
6675,EU.2626.66,,,,,,,,,,,
6675,EU.2626.66,,,,,,,,,,,
6675,EU.2626.66,,,,,,,,,,,
6675,EU.2626.66,,,,,,,,,,,
6675,EU.2626.66,,,,,,,,,,,
6675,EU.2626.66,Tehran,"1139/1 Unit 104 Gol  Building, Gol Alley,  North Side of Sae, Vali  Asr Avenue.",19395-6439,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6675,EU.2626.66,Tehran,"Beheshti St., Sabonuchi St., Adaee  Alley, No. 2, Unit 301",,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6676,EU.2644.41,,,,,,,,,,,
6676,EU.2644.41,,,,,,,,,,,
6676,EU.2644.41,Tehran,"Unit 5, 2nd Floor, No75, Mehran Afrand St, Sattarkhan St",,,,,NO,(Last address known),IR,IRAN (ISLAMIC REPUBLIC OF),Last address known
6676,EU.2644.41,Tehran,"94, 4th Floor, Unit 16, Bagherkhan St., Sattarkhan St.",,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6677,EU.2648.95,,,,,,,,,,,
6677,EU.2648.95,Istanbul,"79/2 Istasyon MH, Sehitler cad, Guldeniz Sit, Tuzla",34930,34930,,,NO,,TR,TURKEY,
6678,EU.2649.60,,,,,,,,,,,
6678,EU.2649.60,,,,,,,,,,,
6678,EU.2649.60,Tehran,90 Fathi Shaghaghi Street,,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6679,EU.2650.85,,,,,,,,,,,
6679,EU.2650.85,Tehran,"11 12th Street [Entry 3], Miremad Alley, Abbas Abad",,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6680,EU.2651.50,,,,,,,,,,,
6680,EU.2651.50,Izmir,"Guvendik Mahallesi 132/1 Sokak, Izmir, Türkiye",,,,,NO,,TR,TURKEY,
6681,EU.2652.15,,,,,,,,,,,
6681,EU.2652.15,,,,,,,,,,,
6681,EU.2652.15,Tehran,44 180th Street West,,16539-75751,,,NO,,"00",UNKNOWN,
6682,EU.2653.77,,,,,,,,,,,
6682,EU.2653.77,,,,,,,,,,,
6682,EU.2653.77,Esfahan,"Kahorz Blvd [Unit 7, 3rd Floor Mehdi Building]",,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6683,EU.2654.42,,,,,,,,,,,
6683,EU.2654.42,,,,,,,,,,,
6683,EU.2654.42,Tehran,"4th Unit, 51 Sane’e St., N.W. of Jahan Kudak, Africa Blvd.",19699-35145,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6686,EU.2681.53,,,,,,,,,,,
6686,EU.2681.53,Istanbul,79/2 Tuzla,,34940,,,NO,,TR,TURKEY,
6688,EU.2683.80,,,,,,,,,,,
6688,EU.2683.80,,,,,,,,,,,
6688,EU.2683.80,,,,,,,,,,,
6688,EU.2683.80,,,,,,,,,,,
6688,EU.2683.80,,,,,,,,,,,
6688,EU.2683.80,,,,,,,,,,,
6688,EU.2683.80,Tehran,"12 Ferdowsi, Avenue  Sakhaee, avenue 30 Tir  (sud), nr 66",,,,,NO,,"00",UNKNOWN,
6689,EU.2684.45,,,,,,,,,,,
6689,EU.2684.45,Tehran,"11 Tawhid 6 Street, Moj Street, Darya Blvd, Shahrak Gharb",,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6692,EU.2685.10,,,,,,,,,,,
6692,EU.2685.10,,,,,,,,,,,
6692,EU.2685.10,"(Yousefabad), Tehran","NO.3. 50th st., Kalantari sq., Seyed Jamaleddin Asadabadi Ave.",,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6693,EU.2686.72,,,,,,,,,,,
6693,EU.2686.72,,,,,,,,,,,
6693,EU.2686.72,,,,,,,,,,,
6693,EU.2686.72,Tehran,"101 West Zardosht Street, 3rd Floor",,14157,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6693,EU.2686.72,Tehran,139 Hoveyzeh Street,,15337,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6693,EU.2686.72,Tarbiat Modares,"15, Fatemi Eshragi Alley, Gerda Afrid Building, science and Technology Park,",,,,,NO,,IR,IRAN (ISLAMIC REPUBLIC OF),
6694,EU.3928.86,,,,,,,,,,,
6694,EU.3928.86,,,,,,,,,,,
6694,EU.3928.86,,,,,,,,,,,
6694,EU.3928.86,,,,,,,,,,,
6694,EU.3928.86,,,,,,,,,,,
6694,EU.3928.86,,,,,,,,,,,
6695,EU.2687.37,,,,,,,,,,,
6696,EU.3929.51,,,,,,,,,,,
6696,EU.3929.51,,,,,,,,,,,
6696,EU.3929.51,,,,,,,,,,,
6696,EU.3929.51,,,,,,,,,,,
6696,EU.3929.51,,,,,,,,,,,
6697,EU.2712.73,,,,,,,,,,,
6697,EU.2712.73,,,,,,,,,,,
6697,EU.2712.73,,,,,,,,,,,
6697,EU.2712.73,,,,,,,,,,,
6697,EU.2712.73,,,,,,,,,,,
6697,EU.2712.73,,,,,,,,,,,
6697,EU.2712.73,,,,,,,,,,,
6697,EU.2712.73,,,,,,,,,,,
6697,EU.2712.73,,,,,,,,,,,
6697,EU.2712.73,Tehran,"Mehrabad International Airport, Next to Terminal No 6",,,,,NO,WEB[pouyaair.com; yasair.com],IR,IRAN (ISLAMIC REPUBLIC OF),
6822,EU.3329.67,,,,,,,,,,,
6822,EU.3329.67,,,,,,,,,,,
6822,EU.3329.67,,,,,,,,,,,
6822,EU.3329.67,,,,,,,,,,,
6822,EU.3329.67,,,,,,,,,,,
6822,EU.3329.67,,,,,,,,,,,
6822,EU.3329.67,,,,,,,,,,,
6825,EU.2692.19,,,,,,,,,,,
6825,EU.2692.19,,,,,,,,,,,
6825,EU.2692.19,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6826,EU.2693.81,,,,,,,,,,,
6827,EU.2694.46,,,,,,,,,,,
6827,EU.2694.46,,,,,,,,,,,
6827,EU.2694.46,,,,,,,,,,,
6827,EU.2694.46,,,,,,,,,,,
6828,EU.2716.30,,,,,,,,,,,
6828,EU.2716.30,,,,,,,,,,,
6828,EU.2716.30,,,,,,,,,,,
6829,EU.3106.46,,,,,,,,,,,
6829,EU.3106.46,,,,,,,,,,,
6829,EU.3106.46,,,,,,,,,,,
6829,EU.3106.46,,,,,,,,,,,
6829,EU.3106.46,,,,,,,,,,,
6830,EU.2615.3,,,,,,,,,,,
6830,EU.2615.3,,,,,,,,,,,
6830,EU.2615.3,,,,,,,,,,,
6830,EU.2615.3,,,,,,,,,,,
6830,EU.2615.3,,,,,,,,,,,
6830,EU.2615.3,,,,,,,,,,,
6830,EU.2615.3,,,,,,,,,,,
6830,EU.2615.3,,,,,,,,,,,
6830,EU.2615.3,,,,,,,,,,,
6830,EU.2615.3,,,,,,,,,,,
6830,EU.2615.3,,,,,,,,,,,
6830,EU.2615.3,,,,,,,,,,,
6830,EU.2615.3,,,,,,,,,,,
6831,EU.3493.55,,,,,,,,,,,
6831,EU.3493.55,,,,,,,,,,,
6831,EU.3493.55,,,,,,,,,,,
6831,EU.3493.55,,,,,,,,,,,
6831,EU.3493.55,,,,,,,,,,,
6831,EU.3493.55,,,,,,,,,,,
6831,EU.3493.55,,,,,,,,,,,
6831,EU.3493.55,,,,,,,,,,,
6831,EU.3493.55,,,,,,,,,,,
6831,EU.3493.55,,,,,,,,,,,
6831,EU.3493.55,,,,,,,,,,,
6831,EU.3493.55,,,,,,,,,,,
6832,EU.2616.65,,,,,,,,,,,
6832,EU.2616.65,,,,,,,,,,,
6832,EU.2616.65,,,,,,,,,,,
6832,EU.2616.65,,,,,,,,,,,
6832,EU.2616.65,,,,,,,,,,,
6833,EU.2617.30,,,,,,,,,,,
6833,EU.2617.30,,,,,,,,,,,
6833,EU.2617.30,,,,,,,,,,,
6836,EU.4031.66,,,,,,,,,,,
6836,EU.4031.66,,,,,,,,,,,
6836,EU.4031.66,,,,,,,,,,,
6836,EU.4031.66,,,,,,,,,,,
6836,EU.4031.66,,,,,,,,,,,
6836,EU.4031.66,,,,,,,,,,,
6836,EU.4031.66,Damascus,Barzeh Street,P.O. Box 4470,,,,NO,,SY,SYRIAN ARAB REPUBLIC,
6837,EU.2578.36,,,,,,,,,,,
6837,EU.2578.36,Damascus,"Maysat Square, Al Rasafi Street Bldg. 9",P.O. Box 7155,,,,NO,PHONE[+963 11 2725499]\nFAX[+963 11 2725399],SY,SYRIAN ARAB REPUBLIC,
6838,EU.2589.2,,,,,,,,,,,
6838,EU.2589.2,Damascus,Baghdad Street 5,P.O. Box 6394,,,,NO,(Tel/Fax: +963 11 4471080),SY,SYRIAN ARAB REPUBLIC,Tel/Fax: +963 11 4471080
6839,EU.2590.27,,,,,,,,,,,
6839,EU.2590.27,Damascus,"P.O. Box 35202, Industrial Zone, Al-Qadam Road",P.O. Box 35202,,,Damascus,NO,PHONE[+963 011 5810719]\nEMAIL[info@metallic-sy.com / shaamco@mail.sy]\n(Tel :+963 011 5810719 ; +963 11 4474579 ; +963 11 5810718 ; +963 11 5810719),SY,SYRIAN ARAB REPUBLIC,Tel :+963 011 5810719 ; +963 11 4474579 ; +963 11 5810718 ; +963 11 5810719
6840,EU.2591.89,,,,,,,,,,,
6840,EU.2591.89,,,,,,,,,,,
6840,EU.2591.89,Damascus,Kaboon Street,P.O. Box 5966,,,,NO,PHONE[+963 11 5111352]\nEMAIL[info@syronics.com.sy]\nFAX[+963 11 5110117],SY,SYRIAN ARAB REPUBLIC,
6841,EU.2592.54,,,,,,,,,,,
6841,EU.2592.54,,,,,,,,,,,
6841,EU.2592.54,,,,,,,,,,,
6841,EU.2592.54,,,,,,,,,,,
6841,EU.2592.54,Damascus,"P.O. Box 5966, Abou Bakr Al‐Seddeq St.",P.O. Box 5966,,,Damascus,NO,PHONE[+ 963 11 2121824]\nEMAIL[g.o.eng.ind@net.sy]\n(Tel:+ 963 11 2121824; +963 11 2121825; +963 11 2131307),SY,SYRIAN ARAB REPUBLIC,Tel:+ 963 11 2121824; +963 11 2121825; +963 11 2131307
6841,EU.2592.54,Damascus,"PO BOX 2849, Al-Moutanabi Street",PO BOX 2849,,,Damascus,NO,PHONE[+ 963 11 2121824]\nEMAIL[g.o.eng.ind@net.sy]\n(Tel: + 963 11 2121824; +963 11 2121825; +963 11 2131307),SY,SYRIAN ARAB REPUBLIC,Tel: + 963 11 2121824; +963 11 2121825; +963 11 2131307
6841,EU.2592.54,Damascus,"PO BOX 21120, Baramkeh",PO BOX 21120,,,Damascus,NO,PHONE[+ 963 11 2121824]\nEMAIL[g.o.eng.ind@net.sy]\n(Tel: + 96311 2121824; +963 11 2121825; +963 11 2131307),SY,SYRIAN ARAB REPUBLIC,Tel: + 96311 2121824; +963 11 2121825; +963 11 2131307
6847,EU.4159.44,,,,,,,,,,,
6847,EU.4159.44,,,,,,,,,,,
6847,EU.4159.44,,,,,,,,,,,
6847,EU.4159.44,,,,,,,,,,,
6847,EU.4159.44,,,,,,,,,,,
6847,EU.4159.44,,,,,,,,,,,
6847,EU.4159.44,,,,,,,,,,,
6847,EU.4159.44,,,,,,,,,,,
6847,EU.4159.44,,,,,,,,,,,
6847,EU.4159.44,,,,,,,,,,,
6847,EU.4159.44,,,,,,,,,,,
6849,EU.3786.38,,,,,,,,,,,
6849,EU.3786.38,,,,,,,,,,,
6849,EU.3786.38,,,,,,,,,,,
6850,EU.4200.28,,,,,,,,,,,
6850,EU.4200.28,Pyongyang,,,,,,NO,,KP,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",
6851,EU.4061.69,,,,,,,,,,,
6851,EU.4061.69,Pyongyang,,,,,,NO,,KP,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",
6852,EU.4195.91,,,,,,,,,,,
6852,EU.4195.91,"Rakwon-dong, Pothonggang District, Pyongyang",,,,,,NO,,KP,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",
6854,EU.4201.90,,,,,,,,,,,
6854,EU.4201.90,"Rakwon-dong, Pothonggang District, Pyongyang",,,,,,NO,,KP,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,,,,,,,,,,,
6855,EU.4062.34,"Tongan-dong, Central District, Pyongyang",,,,,,NO,PHONE[8502- 18111; 8502-18111-8642; and 850 2 18111- 3818642]\nEMAIL[ryonha@ silibank.com; sjc117@ hotmail.com; and millim@ silibank.com]\n(email addresses:ryonha@ silibank.com; sjc117@ hotmail.com; and millim@ silibank.com\n\ntelephone numbers:8502- 18111; 8502-18111-8642; and 850 2 18111- 3818642\n\nFacsimile number: 8502- 381-4410),KP,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",email addresses:ryonha@ silibank.com; sjc117@ hotmail.com; and millim@ silibank.com\n\ntelephone numbers:8502- 18111; 8502-18111-8642; and 850 2 18111- 3818642\n\nFacsimile number: 8502- 381-4410
6855,EU.4062.34,"Mangungdae-gu, Pyongyang",,,,,,NO,PHONE[8502- 18111; 8502-18111-8642; and 850 2 18111- 3818642]\nEMAIL[ryonha@ silibank.com; sjc117@ hotmail.com; and millim@ silibank.com]\n(email addresses: ryonha@ silibank.com; sjc117@ hotmail.com; and millim@ silibank.com\n\ntelephone numbers: 8502- 18111; 8502-18111-8642; and 850 2 18111- 3818642\n\nFacsimile number: 8502- 381-4410),KP,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",email addresses: ryonha@ silibank.com; sjc117@ hotmail.com; and millim@ silibank.com\n\ntelephone numbers: 8502- 18111; 8502-18111-8642; and 850 2 18111- 3818642\n\nFacsimile number: 8502- 381-4410
6855,EU.4062.34,"Mangyongdae District, Pyongyang",,,,,,NO,PHONE[8502- 18111; 8502-18111-8642; and 850 2 18111- 3818642]\nEMAIL[ryonha@ silibank.com; sjc117@ hotmail.com; and millim@ silibank.com]\n(email addresses: ryonha@ silibank.com; sjc117@ hotmail.com; and millim@ silibank.com\n\ntelephone numbers: 8502- 18111; 8502-18111-8642; and 850 2 18111- 3818642\n\nFacsimile number: 8502- 381-4410),KP,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",email addresses: ryonha@ silibank.com; sjc117@ hotmail.com; and millim@ silibank.com\n\ntelephone numbers: 8502- 18111; 8502-18111-8642; and 850 2 18111- 3818642\n\nFacsimile number: 8502- 381-4410
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
6856,EU.4100.63,,,,,,,,,,,
